site,species,trait,env,value
34,Elymus glaucus,-1.094278795,0.82110221,0
35,Elymus glaucus,-1.094278795,0.283967644,0
38,Elymus glaucus,-1.094278795,-0.503829718,0
39,Elymus glaucus,-1.094278795,-0.774024681,0
407,Elymus glaucus,-1.094278795,0.905741596,0
409,Elymus glaucus,-1.094278795,-1.480438019,0
410,Elymus glaucus,-1.094278795,-1.425096882,0
411,Elymus glaucus,-1.094278795,-0.936792732,0
412,Elymus glaucus,-1.094278795,1.667496071,0
43,Elymus glaucus,-1.094278795,-1.425096882,0
45,Elymus glaucus,-1.094278795,0.202583619,0
49,Elymus glaucus,-1.094278795,-0.692640656,0
50,Elymus glaucus,-1.094278795,-1.099560782,0
51,Elymus glaucus,-1.094278795,-0.285720531,0
53,Elymus glaucus,-1.094278795,0.82110221,0
81,Elymus glaucus,-1.094278795,0.69088777,0
83,Elymus glaucus,-1.094278795,1.423343995,0
84,Elymus glaucus,-1.094278795,-0.070866705,0
109,Festuca idahoensis,0.812412327,-0.350827751,0
113,Festuca idahoensis,0.812412327,-0.774024681,0
12,Festuca idahoensis,0.812412327,1.667496071,0
156,Festuca idahoensis,0.812412327,1.01642387,0
157,Festuca idahoensis,0.812412327,1.34195997,0
160,Festuca idahoensis,0.812412327,-1.392543272,0
161,Festuca idahoensis,0.812412327,-0.936792732,0
163,Festuca idahoensis,0.812412327,-1.197221612,0
164,Festuca idahoensis,0.812412327,-0.285720531,0
185,Festuca idahoensis,0.812412327,1.423343995,0
187,Festuca idahoensis,0.812412327,0.69088777,0
188,Festuca idahoensis,0.812412327,1.01642387,0
190,Festuca idahoensis,0.812412327,0.75599499,0
191,Festuca idahoensis,0.812412327,0.609503745,0
192,Festuca idahoensis,0.812412327,-1.587864932,0
193,Festuca idahoensis,0.812412327,0.75599499,0
194,Festuca idahoensis,0.812412327,0.300244449,0
223,Festuca idahoensis,0.812412327,-1.099560782,0
224,Festuca idahoensis,0.812412327,-0.448488581,0
225,Festuca idahoensis,0.812412327,-1.099560782,0
226,Festuca idahoensis,0.812412327,-1.262328832,0
227,Festuca idahoensis,0.812412327,-1.262328832,0
230,Festuca idahoensis,0.812412327,-0.448488581,0
247,Festuca idahoensis,0.812412327,0.69088777,0
248,Festuca idahoensis,0.812412327,1.01642387,0
250,Festuca idahoensis,0.812412327,-0.285720531,0
29,Festuca idahoensis,0.812412327,-0.774024681,0
30,Festuca idahoensis,0.812412327,-0.936792732,0
306,Festuca idahoensis,0.812412327,1.34195997,0
307,Festuca idahoensis,0.812412327,1.394045746,0
308,Festuca idahoensis,0.812412327,-0.350827751,0
31,Festuca idahoensis,0.812412327,-0.204336506,0
32,Festuca idahoensis,0.812412327,1.47217441,0
33,Festuca idahoensis,0.812412327,1.08153109,0
34,Festuca idahoensis,0.812412327,0.82110221,0
35,Festuca idahoensis,0.812412327,0.283967644,0
38,Festuca idahoensis,0.812412327,-0.503829718,0
39,Festuca idahoensis,0.812412327,-0.774024681,0
407,Festuca idahoensis,0.812412327,0.905741596,0
409,Festuca idahoensis,0.812412327,-1.480438019,0
410,Festuca idahoensis,0.812412327,-1.425096882,0
411,Festuca idahoensis,0.812412327,-0.936792732,0
412,Festuca idahoensis,0.812412327,1.667496071,0
43,Festuca idahoensis,0.812412327,-1.425096882,5
45,Festuca idahoensis,0.812412327,0.202583619,0
49,Festuca idahoensis,0.812412327,-0.692640656,0
50,Festuca idahoensis,0.812412327,-1.099560782,0
51,Festuca idahoensis,0.812412327,-0.285720531,0
53,Festuca idahoensis,0.812412327,0.82110221,0
81,Festuca idahoensis,0.812412327,0.69088777,0
83,Festuca idahoensis,0.812412327,1.423343995,0
84,Festuca idahoensis,0.812412327,-0.070866705,0
109,Festuca occidentalis,0.581104939,-0.350827751,0
113,Festuca occidentalis,0.581104939,-0.774024681,0
12,Festuca occidentalis,0.581104939,1.667496071,0
156,Festuca occidentalis,0.581104939,1.01642387,0
157,Festuca occidentalis,0.581104939,1.34195997,0
160,Festuca occidentalis,0.581104939,-1.392543272,0
161,Festuca occidentalis,0.581104939,-0.936792732,0
163,Festuca occidentalis,0.581104939,-1.197221612,0
164,Festuca occidentalis,0.581104939,-0.285720531,0
185,Festuca occidentalis,0.581104939,1.423343995,0
187,Festuca occidentalis,0.581104939,0.69088777,0
188,Festuca occidentalis,0.581104939,1.01642387,0
190,Festuca occidentalis,0.581104939,0.75599499,0
191,Festuca occidentalis,0.581104939,0.609503745,0
192,Festuca occidentalis,0.581104939,-1.587864932,0
193,Festuca occidentalis,0.581104939,0.75599499,0
194,Festuca occidentalis,0.581104939,0.300244449,0
223,Festuca occidentalis,0.581104939,-1.099560782,6
224,Festuca occidentalis,0.581104939,-0.448488581,0
225,Festuca occidentalis,0.581104939,-1.099560782,0
226,Festuca occidentalis,0.581104939,-1.262328832,0
227,Festuca occidentalis,0.581104939,-1.262328832,0
230,Festuca occidentalis,0.581104939,-0.448488581,0
247,Festuca occidentalis,0.581104939,0.69088777,0
248,Festuca occidentalis,0.581104939,1.01642387,0
250,Festuca occidentalis,0.581104939,-0.285720531,0
29,Festuca occidentalis,0.581104939,-0.774024681,0
30,Festuca occidentalis,0.581104939,-0.936792732,0
306,Festuca occidentalis,0.581104939,1.34195997,0
307,Festuca occidentalis,0.581104939,1.394045746,0
308,Festuca occidentalis,0.581104939,-0.350827751,0
31,Festuca occidentalis,0.581104939,-0.204336506,0
32,Festuca occidentalis,0.581104939,1.47217441,1
33,Festuca occidentalis,0.581104939,1.08153109,0
34,Festuca occidentalis,0.581104939,0.82110221,0
35,Festuca occidentalis,0.581104939,0.283967644,0
38,Festuca occidentalis,0.581104939,-0.503829718,0
39,Festuca occidentalis,0.581104939,-0.774024681,0
407,Festuca occidentalis,0.581104939,0.905741596,0
409,Festuca occidentalis,0.581104939,-1.480438019,0
410,Festuca occidentalis,0.581104939,-1.425096882,0
411,Festuca occidentalis,0.581104939,-0.936792732,0
412,Festuca occidentalis,0.581104939,1.667496071,0
43,Festuca occidentalis,0.581104939,-1.425096882,0
45,Festuca occidentalis,0.581104939,0.202583619,0
49,Festuca occidentalis,0.581104939,-0.692640656,0
50,Festuca occidentalis,0.581104939,-1.099560782,0
51,Festuca occidentalis,0.581104939,-0.285720531,0
53,Festuca occidentalis,0.581104939,0.82110221,0
81,Festuca occidentalis,0.581104939,0.69088777,0
83,Festuca occidentalis,0.581104939,1.423343995,0
84,Festuca occidentalis,0.581104939,-0.070866705,0
109,Fragaria vesca,-0.258200655,-0.350827751,0
113,Fragaria vesca,-0.258200655,-0.774024681,0
12,Fragaria vesca,-0.258200655,1.667496071,0
156,Fragaria vesca,-0.258200655,1.01642387,0
157,Fragaria vesca,-0.258200655,1.34195997,0
160,Fragaria vesca,-0.258200655,-1.392543272,0
161,Fragaria vesca,-0.258200655,-0.936792732,0
163,Fragaria vesca,-0.258200655,-1.197221612,0
164,Fragaria vesca,-0.258200655,-0.285720531,0
185,Fragaria vesca,-0.258200655,1.423343995,0
187,Fragaria vesca,-0.258200655,0.69088777,0
188,Fragaria vesca,-0.258200655,1.01642387,0
190,Fragaria vesca,-0.258200655,0.75599499,0
191,Fragaria vesca,-0.258200655,0.609503745,0
192,Fragaria vesca,-0.258200655,-1.587864932,0
193,Fragaria vesca,-0.258200655,0.75599499,0
194,Fragaria vesca,-0.258200655,0.300244449,0
223,Fragaria vesca,-0.258200655,-1.099560782,3
224,Fragaria vesca,-0.258200655,-0.448488581,0
225,Fragaria vesca,-0.258200655,-1.099560782,0
226,Fragaria vesca,-0.258200655,-1.262328832,1
227,Fragaria vesca,-0.258200655,-1.262328832,0
230,Fragaria vesca,-0.258200655,-0.448488581,0
247,Fragaria vesca,-0.258200655,0.69088777,0
248,Fragaria vesca,-0.258200655,1.01642387,0
250,Fragaria vesca,-0.258200655,-0.285720531,0
29,Fragaria vesca,-0.258200655,-0.774024681,0
30,Fragaria vesca,-0.258200655,-0.936792732,0
306,Fragaria vesca,-0.258200655,1.34195997,0
307,Fragaria vesca,-0.258200655,1.394045746,0
308,Fragaria vesca,-0.258200655,-0.350827751,0
31,Fragaria vesca,-0.258200655,-0.204336506,0
32,Fragaria vesca,-0.258200655,1.47217441,0
33,Fragaria vesca,-0.258200655,1.08153109,0
34,Fragaria vesca,-0.258200655,0.82110221,0
35,Fragaria vesca,-0.258200655,0.283967644,0
38,Fragaria vesca,-0.258200655,-0.503829718,0
39,Fragaria vesca,-0.258200655,-0.774024681,0
407,Fragaria vesca,-0.258200655,0.905741596,0
409,Fragaria vesca,-0.258200655,-1.480438019,0
410,Fragaria vesca,-0.258200655,-1.425096882,0
411,Fragaria vesca,-0.258200655,-0.936792732,0
412,Fragaria vesca,-0.258200655,1.667496071,0
43,Fragaria vesca,-0.258200655,-1.425096882,0
45,Fragaria vesca,-0.258200655,0.202583619,0
49,Fragaria vesca,-0.258200655,-0.692640656,0
50,Fragaria vesca,-0.258200655,-1.099560782,0
51,Fragaria vesca,-0.258200655,-0.285720531,0
53,Fragaria vesca,-0.258200655,0.82110221,0
81,Fragaria vesca,-0.258200655,0.69088777,0
83,Fragaria vesca,-0.258200655,1.423343995,0
84,Fragaria vesca,-0.258200655,-0.070866705,0
109,Fraxinus latifolia,-0.301608791,-0.350827751,0
113,Fraxinus latifolia,-0.301608791,-0.774024681,0
12,Fraxinus latifolia,-0.301608791,1.667496071,0
156,Fraxinus latifolia,-0.301608791,1.01642387,0
157,Fraxinus latifolia,-0.301608791,1.34195997,0
160,Fraxinus latifolia,-0.301608791,-1.392543272,0
161,Fraxinus latifolia,-0.301608791,-0.936792732,0
163,Fraxinus latifolia,-0.301608791,-1.197221612,0
164,Fraxinus latifolia,-0.301608791,-0.285720531,0
185,Fraxinus latifolia,-0.301608791,1.423343995,0
187,Fraxinus latifolia,-0.301608791,0.69088777,0
188,Fraxinus latifolia,-0.301608791,1.01642387,0
190,Fraxinus latifolia,-0.301608791,0.75599499,0
191,Fraxinus latifolia,-0.301608791,0.609503745,0
192,Fraxinus latifolia,-0.301608791,-1.587864932,0
193,Fraxinus latifolia,-0.301608791,0.75599499,0
194,Fraxinus latifolia,-0.301608791,0.300244449,0
223,Fraxinus latifolia,-0.301608791,-1.099560782,0
224,Fraxinus latifolia,-0.301608791,-0.448488581,0
225,Fraxinus latifolia,-0.301608791,-1.099560782,0
226,Fraxinus latifolia,-0.301608791,-1.262328832,49
227,Fraxinus latifolia,-0.301608791,-1.262328832,1
230,Fraxinus latifolia,-0.301608791,-0.448488581,0
247,Fraxinus latifolia,-0.301608791,0.69088777,0
248,Fraxinus latifolia,-0.301608791,1.01642387,0
250,Fraxinus latifolia,-0.301608791,-0.285720531,0
29,Fraxinus latifolia,-0.301608791,-0.774024681,0
30,Fraxinus latifolia,-0.301608791,-0.936792732,0
306,Fraxinus latifolia,-0.301608791,1.34195997,0
307,Fraxinus latifolia,-0.301608791,1.394045746,0
308,Fraxinus latifolia,-0.301608791,-0.350827751,0
31,Fraxinus latifolia,-0.301608791,-0.204336506,0
32,Fraxinus latifolia,-0.301608791,1.47217441,0
33,Fraxinus latifolia,-0.301608791,1.08153109,0
34,Fraxinus latifolia,-0.301608791,0.82110221,0
35,Fraxinus latifolia,-0.301608791,0.283967644,0
38,Fraxinus latifolia,-0.301608791,-0.503829718,0
39,Fraxinus latifolia,-0.301608791,-0.774024681,0
407,Fraxinus latifolia,-0.301608791,0.905741596,0
409,Fraxinus latifolia,-0.301608791,-1.480438019,0
410,Fraxinus latifolia,-0.301608791,-1.425096882,0
411,Fraxinus latifolia,-0.301608791,-0.936792732,0
412,Fraxinus latifolia,-0.301608791,1.667496071,0
43,Fraxinus latifolia,-0.301608791,-1.425096882,0
45,Fraxinus latifolia,-0.301608791,0.202583619,0
49,Fraxinus latifolia,-0.301608791,-0.692640656,0
50,Fraxinus latifolia,-0.301608791,-1.099560782,0
51,Fraxinus latifolia,-0.301608791,-0.285720531,0
53,Fraxinus latifolia,-0.301608791,0.82110221,0
81,Fraxinus latifolia,-0.301608791,0.69088777,0
83,Fraxinus latifolia,-0.301608791,1.423343995,0
84,Fraxinus latifolia,-0.301608791,-0.070866705,0
109,Galium aparine,0.106749196,-0.350827751,0
113,Galium aparine,0.106749196,-0.774024681,0
12,Galium aparine,0.106749196,1.667496071,0
156,Galium aparine,0.106749196,1.01642387,0
157,Galium aparine,0.106749196,1.34195997,0
160,Galium aparine,0.106749196,-1.392543272,0
161,Galium aparine,0.106749196,-0.936792732,0
163,Galium aparine,0.106749196,-1.197221612,0
164,Galium aparine,0.106749196,-0.285720531,0
185,Galium aparine,0.106749196,1.423343995,0
187,Galium aparine,0.106749196,0.69088777,0
188,Galium aparine,0.106749196,1.01642387,0
190,Galium aparine,0.106749196,0.75599499,0
191,Galium aparine,0.106749196,0.609503745,0
192,Galium aparine,0.106749196,-1.587864932,0
193,Galium aparine,0.106749196,0.75599499,0
194,Galium aparine,0.106749196,0.300244449,2
223,Galium aparine,0.106749196,-1.099560782,0
224,Galium aparine,0.106749196,-0.448488581,0
225,Galium aparine,0.106749196,-1.099560782,0
226,Galium aparine,0.106749196,-1.262328832,0
227,Galium aparine,0.106749196,-1.262328832,0
230,Galium aparine,0.106749196,-0.448488581,0
247,Galium aparine,0.106749196,0.69088777,0
248,Galium aparine,0.106749196,1.01642387,0
250,Galium aparine,0.106749196,-0.285720531,0
29,Galium aparine,0.106749196,-0.774024681,0
30,Galium aparine,0.106749196,-0.936792732,0
306,Galium aparine,0.106749196,1.34195997,0
307,Galium aparine,0.106749196,1.394045746,0
308,Galium aparine,0.106749196,-0.350827751,0
31,Galium aparine,0.106749196,-0.204336506,0
32,Galium aparine,0.106749196,1.47217441,0
33,Galium aparine,0.106749196,1.08153109,0
34,Galium aparine,0.106749196,0.82110221,0
35,Galium aparine,0.106749196,0.283967644,0
38,Galium aparine,0.106749196,-0.503829718,0
39,Galium aparine,0.106749196,-0.774024681,0
407,Galium aparine,0.106749196,0.905741596,0
409,Galium aparine,0.106749196,-1.480438019,0
410,Galium aparine,0.106749196,-1.425096882,0
411,Galium aparine,0.106749196,-0.936792732,0
412,Galium aparine,0.106749196,1.667496071,0
43,Galium aparine,0.106749196,-1.425096882,9
45,Galium aparine,0.106749196,0.202583619,0
49,Galium aparine,0.106749196,-0.692640656,0
50,Galium aparine,0.106749196,-1.099560782,0
51,Galium aparine,0.106749196,-0.285720531,0
53,Galium aparine,0.106749196,0.82110221,0
81,Galium aparine,0.106749196,0.69088777,0
83,Galium aparine,0.106749196,1.423343995,0
84,Galium aparine,0.106749196,-0.070866705,0
109,Gaultheria shallon,1.344395526,-0.350827751,0
113,Gaultheria shallon,1.344395526,-0.774024681,0
12,Gaultheria shallon,1.344395526,1.667496071,0
156,Gaultheria shallon,1.344395526,1.01642387,0
157,Gaultheria shallon,1.344395526,1.34195997,0
160,Gaultheria shallon,1.344395526,-1.392543272,69
161,Gaultheria shallon,1.344395526,-0.936792732,16
163,Gaultheria shallon,1.344395526,-1.197221612,28
164,Gaultheria shallon,1.344395526,-0.285720531,4
185,Gaultheria shallon,1.344395526,1.423343995,0
187,Gaultheria shallon,1.344395526,0.69088777,0
188,Gaultheria shallon,1.344395526,1.01642387,0
190,Gaultheria shallon,1.344395526,0.75599499,28
191,Gaultheria shallon,1.344395526,0.609503745,0
192,Gaultheria shallon,1.344395526,-1.587864932,11
193,Gaultheria shallon,1.344395526,0.75599499,31
194,Gaultheria shallon,1.344395526,0.300244449,26
223,Gaultheria shallon,1.344395526,-1.099560782,0
224,Gaultheria shallon,1.344395526,-0.448488581,14
225,Gaultheria shallon,1.344395526,-1.099560782,3
226,Gaultheria shallon,1.344395526,-1.262328832,0
227,Gaultheria shallon,1.344395526,-1.262328832,0
230,Gaultheria shallon,1.344395526,-0.448488581,12
247,Gaultheria shallon,1.344395526,0.69088777,0
248,Gaultheria shallon,1.344395526,1.01642387,0
250,Gaultheria shallon,1.344395526,-0.285720531,0
29,Gaultheria shallon,1.344395526,-0.774024681,0
30,Gaultheria shallon,1.344395526,-0.936792732,33
306,Gaultheria shallon,1.344395526,1.34195997,0
307,Gaultheria shallon,1.344395526,1.394045746,0
308,Gaultheria shallon,1.344395526,-0.350827751,13
31,Gaultheria shallon,1.344395526,-0.204336506,2
32,Gaultheria shallon,1.344395526,1.47217441,0
33,Gaultheria shallon,1.344395526,1.08153109,0
34,Gaultheria shallon,1.344395526,0.82110221,0
35,Gaultheria shallon,1.344395526,0.283967644,0
38,Gaultheria shallon,1.344395526,-0.503829718,0
39,Gaultheria shallon,1.344395526,-0.774024681,7
407,Gaultheria shallon,1.344395526,0.905741596,0
409,Gaultheria shallon,1.344395526,-1.480438019,42
410,Gaultheria shallon,1.344395526,-1.425096882,0
411,Gaultheria shallon,1.344395526,-0.936792732,19
412,Gaultheria shallon,1.344395526,1.667496071,0
43,Gaultheria shallon,1.344395526,-1.425096882,40
45,Gaultheria shallon,1.344395526,0.202583619,0
49,Gaultheria shallon,1.344395526,-0.692640656,0
50,Gaultheria shallon,1.344395526,-1.099560782,38
51,Gaultheria shallon,1.344395526,-0.285720531,0
53,Gaultheria shallon,1.344395526,0.82110221,0
81,Gaultheria shallon,1.344395526,0.69088777,0
83,Gaultheria shallon,1.344395526,1.423343995,0
84,Gaultheria shallon,1.344395526,-0.070866705,1
109,Glyceria elata,-0.125402825,-0.350827751,0
113,Glyceria elata,-0.125402825,-0.774024681,0
12,Glyceria elata,-0.125402825,1.667496071,0
156,Glyceria elata,-0.125402825,1.01642387,0
157,Glyceria elata,-0.125402825,1.34195997,0
160,Glyceria elata,-0.125402825,-1.392543272,0
161,Glyceria elata,-0.125402825,-0.936792732,0
163,Glyceria elata,-0.125402825,-1.197221612,0
164,Glyceria elata,-0.125402825,-0.285720531,0
185,Glyceria elata,-0.125402825,1.423343995,0
187,Glyceria elata,-0.125402825,0.69088777,0
188,Glyceria elata,-0.125402825,1.01642387,0
190,Glyceria elata,-0.125402825,0.75599499,0
191,Glyceria elata,-0.125402825,0.609503745,0
192,Glyceria elata,-0.125402825,-1.587864932,0
193,Glyceria elata,-0.125402825,0.75599499,0
194,Glyceria elata,-0.125402825,0.300244449,0
223,Glyceria elata,-0.125402825,-1.099560782,0
224,Glyceria elata,-0.125402825,-0.448488581,0
225,Glyceria elata,-0.125402825,-1.099560782,0
226,Glyceria elata,-0.125402825,-1.262328832,0
227,Glyceria elata,-0.125402825,-1.262328832,0
230,Glyceria elata,-0.125402825,-0.448488581,0
247,Glyceria elata,-0.125402825,0.69088777,0
248,Glyceria elata,-0.125402825,1.01642387,0
250,Glyceria elata,-0.125402825,-0.285720531,0
29,Glyceria elata,-0.125402825,-0.774024681,0
30,Glyceria elata,-0.125402825,-0.936792732,0
306,Glyceria elata,-0.125402825,1.34195997,0
307,Glyceria elata,-0.125402825,1.394045746,0
308,Glyceria elata,-0.125402825,-0.350827751,0
31,Glyceria elata,-0.125402825,-0.204336506,0
32,Glyceria elata,-0.125402825,1.47217441,0
33,Glyceria elata,-0.125402825,1.08153109,0
34,Glyceria elata,-0.125402825,0.82110221,0
35,Glyceria elata,-0.125402825,0.283967644,0
38,Glyceria elata,-0.125402825,-0.503829718,0
39,Glyceria elata,-0.125402825,-0.774024681,0
407,Glyceria elata,-0.125402825,0.905741596,0
409,Glyceria elata,-0.125402825,-1.480438019,0
410,Glyceria elata,-0.125402825,-1.425096882,0
411,Glyceria elata,-0.125402825,-0.936792732,0
412,Glyceria elata,-0.125402825,1.667496071,0
43,Glyceria elata,-0.125402825,-1.425096882,5
45,Glyceria elata,-0.125402825,0.202583619,0
49,Glyceria elata,-0.125402825,-0.692640656,0
50,Glyceria elata,-0.125402825,-1.099560782,0
51,Glyceria elata,-0.125402825,-0.285720531,0
53,Glyceria elata,-0.125402825,0.82110221,0
81,Glyceria elata,-0.125402825,0.69088777,0
83,Glyceria elata,-0.125402825,1.423343995,0
84,Glyceria elata,-0.125402825,-0.070866705,0
109,Goodyera oblongifolia,0.426928695,-0.350827751,0
113,Goodyera oblongifolia,0.426928695,-0.774024681,0
12,Goodyera oblongifolia,0.426928695,1.667496071,0
156,Goodyera oblongifolia,0.426928695,1.01642387,0
157,Goodyera oblongifolia,0.426928695,1.34195997,0
160,Goodyera oblongifolia,0.426928695,-1.392543272,0
161,Goodyera oblongifolia,0.426928695,-0.936792732,2
163,Goodyera oblongifolia,0.426928695,-1.197221612,0
164,Goodyera oblongifolia,0.426928695,-0.285720531,1
185,Goodyera oblongifolia,0.426928695,1.423343995,0
187,Goodyera oblongifolia,0.426928695,0.69088777,0
188,Goodyera oblongifolia,0.426928695,1.01642387,0
190,Goodyera oblongifolia,0.426928695,0.75599499,0
191,Goodyera oblongifolia,0.426928695,0.609503745,0
192,Goodyera oblongifolia,0.426928695,-1.587864932,0
193,Goodyera oblongifolia,0.426928695,0.75599499,0
194,Goodyera oblongifolia,0.426928695,0.300244449,0
223,Goodyera oblongifolia,0.426928695,-1.099560782,1
224,Goodyera oblongifolia,0.426928695,-0.448488581,0
225,Goodyera oblongifolia,0.426928695,-1.099560782,0
226,Goodyera oblongifolia,0.426928695,-1.262328832,0
227,Goodyera oblongifolia,0.426928695,-1.262328832,0
230,Goodyera oblongifolia,0.426928695,-0.448488581,0
247,Goodyera oblongifolia,0.426928695,0.69088777,0
248,Goodyera oblongifolia,0.426928695,1.01642387,0
250,Goodyera oblongifolia,0.426928695,-0.285720531,0
