site,species,trait,env,value
160,Hieracium albiflorum,-0.514982455,-1.392543272,0
161,Hieracium albiflorum,-0.514982455,-0.936792732,0
163,Hieracium albiflorum,-0.514982455,-1.197221612,0
164,Hieracium albiflorum,-0.514982455,-0.285720531,0
185,Hieracium albiflorum,-0.514982455,1.423343995,0
187,Hieracium albiflorum,-0.514982455,0.69088777,0
188,Hieracium albiflorum,-0.514982455,1.01642387,0
190,Hieracium albiflorum,-0.514982455,0.75599499,0
191,Hieracium albiflorum,-0.514982455,0.609503745,0
192,Hieracium albiflorum,-0.514982455,-1.587864932,0
193,Hieracium albiflorum,-0.514982455,0.75599499,0
194,Hieracium albiflorum,-0.514982455,0.300244449,0
223,Hieracium albiflorum,-0.514982455,-1.099560782,0
224,Hieracium albiflorum,-0.514982455,-0.448488581,0
225,Hieracium albiflorum,-0.514982455,-1.099560782,0
226,Hieracium albiflorum,-0.514982455,-1.262328832,0
227,Hieracium albiflorum,-0.514982455,-1.262328832,0
230,Hieracium albiflorum,-0.514982455,-0.448488581,0
247,Hieracium albiflorum,-0.514982455,0.69088777,0
248,Hieracium albiflorum,-0.514982455,1.01642387,0
250,Hieracium albiflorum,-0.514982455,-0.285720531,0
29,Hieracium albiflorum,-0.514982455,-0.774024681,0
30,Hieracium albiflorum,-0.514982455,-0.936792732,0
306,Hieracium albiflorum,-0.514982455,1.34195997,0
307,Hieracium albiflorum,-0.514982455,1.394045746,0
308,Hieracium albiflorum,-0.514982455,-0.350827751,0
31,Hieracium albiflorum,-0.514982455,-0.204336506,0
32,Hieracium albiflorum,-0.514982455,1.47217441,0
33,Hieracium albiflorum,-0.514982455,1.08153109,0
34,Hieracium albiflorum,-0.514982455,0.82110221,0
35,Hieracium albiflorum,-0.514982455,0.283967644,0
38,Hieracium albiflorum,-0.514982455,-0.503829718,0
39,Hieracium albiflorum,-0.514982455,-0.774024681,0
407,Hieracium albiflorum,-0.514982455,0.905741596,0
409,Hieracium albiflorum,-0.514982455,-1.480438019,0
410,Hieracium albiflorum,-0.514982455,-1.425096882,1
411,Hieracium albiflorum,-0.514982455,-0.936792732,0
412,Hieracium albiflorum,-0.514982455,1.667496071,0
43,Hieracium albiflorum,-0.514982455,-1.425096882,0
45,Hieracium albiflorum,-0.514982455,0.202583619,0
49,Hieracium albiflorum,-0.514982455,-0.692640656,0
50,Hieracium albiflorum,-0.514982455,-1.099560782,0
51,Hieracium albiflorum,-0.514982455,-0.285720531,0
53,Hieracium albiflorum,-0.514982455,0.82110221,0
81,Hieracium albiflorum,-0.514982455,0.69088777,0
83,Hieracium albiflorum,-0.514982455,1.423343995,0
84,Hieracium albiflorum,-0.514982455,-0.070866705,0
109,Hierochloe occidentalis,0.161127556,-0.350827751,0
113,Hierochloe occidentalis,0.161127556,-0.774024681,0
12,Hierochloe occidentalis,0.161127556,1.667496071,0
156,Hierochloe occidentalis,0.161127556,1.01642387,0
157,Hierochloe occidentalis,0.161127556,1.34195997,0
160,Hierochloe occidentalis,0.161127556,-1.392543272,0
161,Hierochloe occidentalis,0.161127556,-0.936792732,0
163,Hierochloe occidentalis,0.161127556,-1.197221612,0
164,Hierochloe occidentalis,0.161127556,-0.285720531,0
185,Hierochloe occidentalis,0.161127556,1.423343995,0
187,Hierochloe occidentalis,0.161127556,0.69088777,0
188,Hierochloe occidentalis,0.161127556,1.01642387,0
190,Hierochloe occidentalis,0.161127556,0.75599499,0
191,Hierochloe occidentalis,0.161127556,0.609503745,0
192,Hierochloe occidentalis,0.161127556,-1.587864932,0
193,Hierochloe occidentalis,0.161127556,0.75599499,0
194,Hierochloe occidentalis,0.161127556,0.300244449,1
223,Hierochloe occidentalis,0.161127556,-1.099560782,0
224,Hierochloe occidentalis,0.161127556,-0.448488581,0
225,Hierochloe occidentalis,0.161127556,-1.099560782,0
226,Hierochloe occidentalis,0.161127556,-1.262328832,0
227,Hierochloe occidentalis,0.161127556,-1.262328832,0
230,Hierochloe occidentalis,0.161127556,-0.448488581,0
247,Hierochloe occidentalis,0.161127556,0.69088777,0
248,Hierochloe occidentalis,0.161127556,1.01642387,0
250,Hierochloe occidentalis,0.161127556,-0.285720531,0
29,Hierochloe occidentalis,0.161127556,-0.774024681,0
30,Hierochloe occidentalis,0.161127556,-0.936792732,0
306,Hierochloe occidentalis,0.161127556,1.34195997,0
307,Hierochloe occidentalis,0.161127556,1.394045746,0
308,Hierochloe occidentalis,0.161127556,-0.350827751,0
31,Hierochloe occidentalis,0.161127556,-0.204336506,0
32,Hierochloe occidentalis,0.161127556,1.47217441,0
33,Hierochloe occidentalis,0.161127556,1.08153109,0
34,Hierochloe occidentalis,0.161127556,0.82110221,0
35,Hierochloe occidentalis,0.161127556,0.283967644,0
38,Hierochloe occidentalis,0.161127556,-0.503829718,0
39,Hierochloe occidentalis,0.161127556,-0.774024681,0
407,Hierochloe occidentalis,0.161127556,0.905741596,0
409,Hierochloe occidentalis,0.161127556,-1.480438019,0
410,Hierochloe occidentalis,0.161127556,-1.425096882,0
411,Hierochloe occidentalis,0.161127556,-0.936792732,0
412,Hierochloe occidentalis,0.161127556,1.667496071,0
43,Hierochloe occidentalis,0.161127556,-1.425096882,0
45,Hierochloe occidentalis,0.161127556,0.202583619,0
49,Hierochloe occidentalis,0.161127556,-0.692640656,0
50,Hierochloe occidentalis,0.161127556,-1.099560782,0
51,Hierochloe occidentalis,0.161127556,-0.285720531,0
53,Hierochloe occidentalis,0.161127556,0.82110221,0
81,Hierochloe occidentalis,0.161127556,0.69088777,0
83,Hierochloe occidentalis,0.161127556,1.423343995,0
84,Hierochloe occidentalis,0.161127556,-0.070866705,0
109,Holodiscus discolor,-0.551838239,-0.350827751,0
113,Holodiscus discolor,-0.551838239,-0.774024681,0
12,Holodiscus discolor,-0.551838239,1.667496071,0
156,Holodiscus discolor,-0.551838239,1.01642387,0
157,Holodiscus discolor,-0.551838239,1.34195997,0
160,Holodiscus discolor,-0.551838239,-1.392543272,3
161,Holodiscus discolor,-0.551838239,-0.936792732,0
163,Holodiscus discolor,-0.551838239,-1.197221612,0
164,Holodiscus discolor,-0.551838239,-0.285720531,0
185,Holodiscus discolor,-0.551838239,1.423343995,0
187,Holodiscus discolor,-0.551838239,0.69088777,0
188,Holodiscus discolor,-0.551838239,1.01642387,0
190,Holodiscus discolor,-0.551838239,0.75599499,0
191,Holodiscus discolor,-0.551838239,0.609503745,0
192,Holodiscus discolor,-0.551838239,-1.587864932,0
193,Holodiscus discolor,-0.551838239,0.75599499,0
194,Holodiscus discolor,-0.551838239,0.300244449,0
223,Holodiscus discolor,-0.551838239,-1.099560782,14
224,Holodiscus discolor,-0.551838239,-0.448488581,1
225,Holodiscus discolor,-0.551838239,-1.099560782,0
226,Holodiscus discolor,-0.551838239,-1.262328832,0
227,Holodiscus discolor,-0.551838239,-1.262328832,3
230,Holodiscus discolor,-0.551838239,-0.448488581,0
247,Holodiscus discolor,-0.551838239,0.69088777,0
248,Holodiscus discolor,-0.551838239,1.01642387,0
250,Holodiscus discolor,-0.551838239,-0.285720531,0
29,Holodiscus discolor,-0.551838239,-0.774024681,0
30,Holodiscus discolor,-0.551838239,-0.936792732,6
306,Holodiscus discolor,-0.551838239,1.34195997,0
307,Holodiscus discolor,-0.551838239,1.394045746,0
308,Holodiscus discolor,-0.551838239,-0.350827751,0
31,Holodiscus discolor,-0.551838239,-0.204336506,0
32,Holodiscus discolor,-0.551838239,1.47217441,0
33,Holodiscus discolor,-0.551838239,1.08153109,0
34,Holodiscus discolor,-0.551838239,0.82110221,0
35,Holodiscus discolor,-0.551838239,0.283967644,0
38,Holodiscus discolor,-0.551838239,-0.503829718,3
39,Holodiscus discolor,-0.551838239,-0.774024681,0
407,Holodiscus discolor,-0.551838239,0.905741596,0
409,Holodiscus discolor,-0.551838239,-1.480438019,0
410,Holodiscus discolor,-0.551838239,-1.425096882,3
411,Holodiscus discolor,-0.551838239,-0.936792732,0
412,Holodiscus discolor,-0.551838239,1.667496071,4
43,Holodiscus discolor,-0.551838239,-1.425096882,0
45,Holodiscus discolor,-0.551838239,0.202583619,0
49,Holodiscus discolor,-0.551838239,-0.692640656,0
50,Holodiscus discolor,-0.551838239,-1.099560782,0
51,Holodiscus discolor,-0.551838239,-0.285720531,0
53,Holodiscus discolor,-0.551838239,0.82110221,0
81,Holodiscus discolor,-0.551838239,0.69088777,0
83,Holodiscus discolor,-0.551838239,1.423343995,0
84,Holodiscus discolor,-0.551838239,-0.070866705,0
109,Iris chrysophylla,-0.61757172,-0.350827751,0
113,Iris chrysophylla,-0.61757172,-0.774024681,0
12,Iris chrysophylla,-0.61757172,1.667496071,0
156,Iris chrysophylla,-0.61757172,1.01642387,0
157,Iris chrysophylla,-0.61757172,1.34195997,0
160,Iris chrysophylla,-0.61757172,-1.392543272,0
161,Iris chrysophylla,-0.61757172,-0.936792732,0
163,Iris chrysophylla,-0.61757172,-1.197221612,0
164,Iris chrysophylla,-0.61757172,-0.285720531,0
185,Iris chrysophylla,-0.61757172,1.423343995,0
187,Iris chrysophylla,-0.61757172,0.69088777,0
188,Iris chrysophylla,-0.61757172,1.01642387,0
190,Iris chrysophylla,-0.61757172,0.75599499,0
191,Iris chrysophylla,-0.61757172,0.609503745,0
192,Iris chrysophylla,-0.61757172,-1.587864932,0
193,Iris chrysophylla,-0.61757172,0.75599499,0
194,Iris chrysophylla,-0.61757172,0.300244449,0
223,Iris chrysophylla,-0.61757172,-1.099560782,0
224,Iris chrysophylla,-0.61757172,-0.448488581,0
225,Iris chrysophylla,-0.61757172,-1.099560782,0
226,Iris chrysophylla,-0.61757172,-1.262328832,0
227,Iris chrysophylla,-0.61757172,-1.262328832,0
230,Iris chrysophylla,-0.61757172,-0.448488581,0
247,Iris chrysophylla,-0.61757172,0.69088777,1
248,Iris chrysophylla,-0.61757172,1.01642387,0
250,Iris chrysophylla,-0.61757172,-0.285720531,0
29,Iris chrysophylla,-0.61757172,-0.774024681,0
30,Iris chrysophylla,-0.61757172,-0.936792732,0
306,Iris chrysophylla,-0.61757172,1.34195997,0
307,Iris chrysophylla,-0.61757172,1.394045746,0
308,Iris chrysophylla,-0.61757172,-0.350827751,0
31,Iris chrysophylla,-0.61757172,-0.204336506,0
32,Iris chrysophylla,-0.61757172,1.47217441,0
33,Iris chrysophylla,-0.61757172,1.08153109,0
34,Iris chrysophylla,-0.61757172,0.82110221,0
35,Iris chrysophylla,-0.61757172,0.283967644,0
38,Iris chrysophylla,-0.61757172,-0.503829718,0
39,Iris chrysophylla,-0.61757172,-0.774024681,0
407,Iris chrysophylla,-0.61757172,0.905741596,0
409,Iris chrysophylla,-0.61757172,-1.480438019,0
410,Iris chrysophylla,-0.61757172,-1.425096882,1
411,Iris chrysophylla,-0.61757172,-0.936792732,0
412,Iris chrysophylla,-0.61757172,1.667496071,0
43,Iris chrysophylla,-0.61757172,-1.425096882,0
45,Iris chrysophylla,-0.61757172,0.202583619,0
49,Iris chrysophylla,-0.61757172,-0.692640656,0
50,Iris chrysophylla,-0.61757172,-1.099560782,0
51,Iris chrysophylla,-0.61757172,-0.285720531,0
53,Iris chrysophylla,-0.61757172,0.82110221,0
81,Iris chrysophylla,-0.61757172,0.69088777,0
83,Iris chrysophylla,-0.61757172,1.423343995,0
84,Iris chrysophylla,-0.61757172,-0.070866705,0
109,Linnaea borealis var. longiflora,1.145795303,-0.350827751,0
113,Linnaea borealis var. longiflora,1.145795303,-0.774024681,0
12,Linnaea borealis var. longiflora,1.145795303,1.667496071,0
156,Linnaea borealis var. longiflora,1.145795303,1.01642387,0
157,Linnaea borealis var. longiflora,1.145795303,1.34195997,0
160,Linnaea borealis var. longiflora,1.145795303,-1.392543272,9
161,Linnaea borealis var. longiflora,1.145795303,-0.936792732,2
163,Linnaea borealis var. longiflora,1.145795303,-1.197221612,3
164,Linnaea borealis var. longiflora,1.145795303,-0.285720531,5
185,Linnaea borealis var. longiflora,1.145795303,1.423343995,0
187,Linnaea borealis var. longiflora,1.145795303,0.69088777,0
188,Linnaea borealis var. longiflora,1.145795303,1.01642387,0
190,Linnaea borealis var. longiflora,1.145795303,0.75599499,3
191,Linnaea borealis var. longiflora,1.145795303,0.609503745,0
192,Linnaea borealis var. longiflora,1.145795303,-1.587864932,2
193,Linnaea borealis var. longiflora,1.145795303,0.75599499,0
194,Linnaea borealis var. longiflora,1.145795303,0.300244449,4
223,Linnaea borealis var. longiflora,1.145795303,-1.099560782,1
224,Linnaea borealis var. longiflora,1.145795303,-0.448488581,3
225,Linnaea borealis var. longiflora,1.145795303,-1.099560782,0
226,Linnaea borealis var. longiflora,1.145795303,-1.262328832,0
227,Linnaea borealis var. longiflora,1.145795303,-1.262328832,0
230,Linnaea borealis var. longiflora,1.145795303,-0.448488581,8
247,Linnaea borealis var. longiflora,1.145795303,0.69088777,0
248,Linnaea borealis var. longiflora,1.145795303,1.01642387,0
250,Linnaea borealis var. longiflora,1.145795303,-0.285720531,1
29,Linnaea borealis var. longiflora,1.145795303,-0.774024681,5
30,Linnaea borealis var. longiflora,1.145795303,-0.936792732,3
306,Linnaea borealis var. longiflora,1.145795303,1.34195997,0
307,Linnaea borealis var. longiflora,1.145795303,1.394045746,0
308,Linnaea borealis var. longiflora,1.145795303,-0.350827751,0
31,Linnaea borealis var. longiflora,1.145795303,-0.204336506,0
32,Linnaea borealis var. longiflora,1.145795303,1.47217441,0
33,Linnaea borealis var. longiflora,1.145795303,1.08153109,0
34,Linnaea borealis var. longiflora,1.145795303,0.82110221,0
35,Linnaea borealis var. longiflora,1.145795303,0.283967644,0
38,Linnaea borealis var. longiflora,1.145795303,-0.503829718,0
39,Linnaea borealis var. longiflora,1.145795303,-0.774024681,0
407,Linnaea borealis var. longiflora,1.145795303,0.905741596,0
409,Linnaea borealis var. longiflora,1.145795303,-1.480438019,2
410,Linnaea borealis var. longiflora,1.145795303,-1.425096882,5
411,Linnaea borealis var. longiflora,1.145795303,-0.936792732,0
412,Linnaea borealis var. longiflora,1.145795303,1.667496071,4
43,Linnaea borealis var. longiflora,1.145795303,-1.425096882,11
45,Linnaea borealis var. longiflora,1.145795303,0.202583619,0
49,Linnaea borealis var. longiflora,1.145795303,-0.692640656,1
50,Linnaea borealis var. longiflora,1.145795303,-1.099560782,28
51,Linnaea borealis var. longiflora,1.145795303,-0.285720531,2
53,Linnaea borealis var. longiflora,1.145795303,0.82110221,0
81,Linnaea borealis var. longiflora,1.145795303,0.69088777,0
83,Linnaea borealis var. longiflora,1.145795303,1.423343995,3
84,Linnaea borealis var. longiflora,1.145795303,-0.070866705,9
109,Lithocarpus densiflorus,1.437719677,-0.350827751,85
113,Lithocarpus densiflorus,1.437719677,-0.774024681,23
12,Lithocarpus densiflorus,1.437719677,1.667496071,15
156,Lithocarpus densiflorus,1.437719677,1.01642387,0
157,Lithocarpus densiflorus,1.437719677,1.34195997,2
160,Lithocarpus densiflorus,1.437719677,-1.392543272,53
161,Lithocarpus densiflorus,1.437719677,-0.936792732,17
163,Lithocarpus densiflorus,1.437719677,-1.197221612,30
164,Lithocarpus densiflorus,1.437719677,-0.285720531,46
185,Lithocarpus densiflorus,1.437719677,1.423343995,84
187,Lithocarpus densiflorus,1.437719677,0.69088777,40
188,Lithocarpus densiflorus,1.437719677,1.01642387,85
190,Lithocarpus densiflorus,1.437719677,0.75599499,18
191,Lithocarpus densiflorus,1.437719677,0.609503745,9
192,Lithocarpus densiflorus,1.437719677,-1.587864932,80
193,Lithocarpus densiflorus,1.437719677,0.75599499,67
194,Lithocarpus densiflorus,1.437719677,0.300244449,16
223,Lithocarpus densiflorus,1.437719677,-1.099560782,47
224,Lithocarpus densiflorus,1.437719677,-0.448488581,36
225,Lithocarpus densiflorus,1.437719677,-1.099560782,92
226,Lithocarpus densiflorus,1.437719677,-1.262328832,1
227,Lithocarpus densiflorus,1.437719677,-1.262328832,6
230,Lithocarpus densiflorus,1.437719677,-0.448488581,36
247,Lithocarpus densiflorus,1.437719677,0.69088777,25
248,Lithocarpus densiflorus,1.437719677,1.01642387,22
250,Lithocarpus densiflorus,1.437719677,-0.285720531,97
29,Lithocarpus densiflorus,1.437719677,-0.774024681,80
30,Lithocarpus densiflorus,1.437719677,-0.936792732,58
306,Lithocarpus densiflorus,1.437719677,1.34195997,72
307,Lithocarpus densiflorus,1.437719677,1.394045746,66
308,Lithocarpus densiflorus,1.437719677,-0.350827751,85
31,Lithocarpus densiflorus,1.437719677,-0.204336506,94
32,Lithocarpus densiflorus,1.437719677,1.47217441,92
33,Lithocarpus densiflorus,1.437719677,1.08153109,62
34,Lithocarpus densiflorus,1.437719677,0.82110221,79
35,Lithocarpus densiflorus,1.437719677,0.283967644,90
38,Lithocarpus densiflorus,1.437719677,-0.503829718,98
39,Lithocarpus densiflorus,1.437719677,-0.774024681,100
407,Lithocarpus densiflorus,1.437719677,0.905741596,92
409,Lithocarpus densiflorus,1.437719677,-1.480438019,41
410,Lithocarpus densiflorus,1.437719677,-1.425096882,73
411,Lithocarpus densiflorus,1.437719677,-0.936792732,88
412,Lithocarpus densiflorus,1.437719677,1.667496071,89
43,Lithocarpus densiflorus,1.437719677,-1.425096882,0
45,Lithocarpus densiflorus,1.437719677,0.202583619,8
49,Lithocarpus densiflorus,1.437719677,-0.692640656,73
50,Lithocarpus densiflorus,1.437719677,-1.099560782,85
51,Lithocarpus densiflorus,1.437719677,-0.285720531,77
53,Lithocarpus densiflorus,1.437719677,0.82110221,28
81,Lithocarpus densiflorus,1.437719677,0.69088777,47
83,Lithocarpus densiflorus,1.437719677,1.423343995,86
84,Lithocarpus densiflorus,1.437719677,-0.070866705,90
109,Nemophila parviflora,-1.289331811,-0.350827751,0
113,Nemophila parviflora,-1.289331811,-0.774024681,0
12,Nemophila parviflora,-1.289331811,1.667496071,0
156,Nemophila parviflora,-1.289331811,1.01642387,0
157,Nemophila parviflora,-1.289331811,1.34195997,0
160,Nemophila parviflora,-1.289331811,-1.392543272,0
161,Nemophila parviflora,-1.289331811,-0.936792732,0
163,Nemophila parviflora,-1.289331811,-1.197221612,0
164,Nemophila parviflora,-1.289331811,-0.285720531,0
185,Nemophila parviflora,-1.289331811,1.423343995,0
187,Nemophila parviflora,-1.289331811,0.69088777,0
188,Nemophila parviflora,-1.289331811,1.01642387,0
190,Nemophila parviflora,-1.289331811,0.75599499,0
191,Nemophila parviflora,-1.289331811,0.609503745,0
192,Nemophila parviflora,-1.289331811,-1.587864932,0
193,Nemophila parviflora,-1.289331811,0.75599499,0
194,Nemophila parviflora,-1.289331811,0.300244449,0
223,Nemophila parviflora,-1.289331811,-1.099560782,0
224,Nemophila parviflora,-1.289331811,-0.448488581,0
225,Nemophila parviflora,-1.289331811,-1.099560782,0
226,Nemophila parviflora,-1.289331811,-1.262328832,0
227,Nemophila parviflora,-1.289331811,-1.262328832,0
230,Nemophila parviflora,-1.289331811,-0.448488581,0
247,Nemophila parviflora,-1.289331811,0.69088777,0
248,Nemophila parviflora,-1.289331811,1.01642387,0
250,Nemophila parviflora,-1.289331811,-0.285720531,0
29,Nemophila parviflora,-1.289331811,-0.774024681,0
30,Nemophila parviflora,-1.289331811,-0.936792732,0
306,Nemophila parviflora,-1.289331811,1.34195997,0
307,Nemophila parviflora,-1.289331811,1.394045746,0
308,Nemophila parviflora,-1.289331811,-0.350827751,0
31,Nemophila parviflora,-1.289331811,-0.204336506,0
32,Nemophila parviflora,-1.289331811,1.47217441,0
33,Nemophila parviflora,-1.289331811,1.08153109,0
34,Nemophila parviflora,-1.289331811,0.82110221,0
35,Nemophila parviflora,-1.289331811,0.283967644,0
38,Nemophila parviflora,-1.289331811,-0.503829718,0
39,Nemophila parviflora,-1.289331811,-0.774024681,0
407,Nemophila parviflora,-1.289331811,0.905741596,0
409,Nemophila parviflora,-1.289331811,-1.480438019,0
410,Nemophila parviflora,-1.289331811,-1.425096882,0
411,Nemophila parviflora,-1.289331811,-0.936792732,0
412,Nemophila parviflora,-1.289331811,1.667496071,0
43,Nemophila parviflora,-1.289331811,-1.425096882,2
45,Nemophila parviflora,-1.289331811,0.202583619,0
49,Nemophila parviflora,-1.289331811,-0.692640656,0
50,Nemophila parviflora,-1.289331811,-1.099560782,0
51,Nemophila parviflora,-1.289331811,-0.285720531,0
53,Nemophila parviflora,-1.289331811,0.82110221,0
81,Nemophila parviflora,-1.289331811,0.69088777,0
83,Nemophila parviflora,-1.289331811,1.423343995,0
84,Nemophila parviflora,-1.289331811,-0.070866705,0
109,Osmorhiza occidentalis,-1.337878407,-0.350827751,0
113,Osmorhiza occidentalis,-1.337878407,-0.774024681,0
12,Osmorhiza occidentalis,-1.337878407,1.667496071,0
156,Osmorhiza occidentalis,-1.337878407,1.01642387,0
157,Osmorhiza occidentalis,-1.337878407,1.34195997,0
160,Osmorhiza occidentalis,-1.337878407,-1.392543272,0
161,Osmorhiza occidentalis,-1.337878407,-0.936792732,0
163,Osmorhiza occidentalis,-1.337878407,-1.197221612,0
164,Osmorhiza occidentalis,-1.337878407,-0.285720531,0
185,Osmorhiza occidentalis,-1.337878407,1.423343995,0
187,Osmorhiza occidentalis,-1.337878407,0.69088777,0
188,Osmorhiza occidentalis,-1.337878407,1.01642387,0
190,Osmorhiza occidentalis,-1.337878407,0.75599499,0
191,Osmorhiza occidentalis,-1.337878407,0.609503745,0
192,Osmorhiza occidentalis,-1.337878407,-1.587864932,0
193,Osmorhiza occidentalis,-1.337878407,0.75599499,0
194,Osmorhiza occidentalis,-1.337878407,0.300244449,0
223,Osmorhiza occidentalis,-1.337878407,-1.099560782,0
224,Osmorhiza occidentalis,-1.337878407,-0.448488581,0
225,Osmorhiza occidentalis,-1.337878407,-1.099560782,0
226,Osmorhiza occidentalis,-1.337878407,-1.262328832,0
227,Osmorhiza occidentalis,-1.337878407,-1.262328832,1
230,Osmorhiza occidentalis,-1.337878407,-0.448488581,0
247,Osmorhiza occidentalis,-1.337878407,0.69088777,0
248,Osmorhiza occidentalis,-1.337878407,1.01642387,0
250,Osmorhiza occidentalis,-1.337878407,-0.285720531,0
29,Osmorhiza occidentalis,-1.337878407,-0.774024681,0
30,Osmorhiza occidentalis,-1.337878407,-0.936792732,0
306,Osmorhiza occidentalis,-1.337878407,1.34195997,0
307,Osmorhiza occidentalis,-1.337878407,1.394045746,0
308,Osmorhiza occidentalis,-1.337878407,-0.350827751,0
31,Osmorhiza occidentalis,-1.337878407,-0.204336506,0
32,Osmorhiza occidentalis,-1.337878407,1.47217441,0
33,Osmorhiza occidentalis,-1.337878407,1.08153109,0
34,Osmorhiza occidentalis,-1.337878407,0.82110221,0
35,Osmorhiza occidentalis,-1.337878407,0.283967644,0
38,Osmorhiza occidentalis,-1.337878407,-0.503829718,0
39,Osmorhiza occidentalis,-1.337878407,-0.774024681,0
407,Osmorhiza occidentalis,-1.337878407,0.905741596,0
409,Osmorhiza occidentalis,-1.337878407,-1.480438019,0
410,Osmorhiza occidentalis,-1.337878407,-1.425096882,0
411,Osmorhiza occidentalis,-1.337878407,-0.936792732,0
412,Osmorhiza occidentalis,-1.337878407,1.667496071,0
43,Osmorhiza occidentalis,-1.337878407,-1.425096882,0
45,Osmorhiza occidentalis,-1.337878407,0.202583619,0
49,Osmorhiza occidentalis,-1.337878407,-0.692640656,0
50,Osmorhiza occidentalis,-1.337878407,-1.099560782,0
51,Osmorhiza occidentalis,-1.337878407,-0.285720531,0
53,Osmorhiza occidentalis,-1.337878407,0.82110221,0
81,Osmorhiza occidentalis,-1.337878407,0.69088777,0
83,Osmorhiza occidentalis,-1.337878407,1.423343995,0
84,Osmorhiza occidentalis,-1.337878407,-0.070866705,0
109,Paxistima myrsinites,0.92799261,-0.350827751,0
113,Paxistima myrsinites,0.92799261,-0.774024681,0
12,Paxistima myrsinites,0.92799261,1.667496071,0
156,Paxistima myrsinites,0.92799261,1.01642387,0
157,Paxistima myrsinites,0.92799261,1.34195997,0
160,Paxistima myrsinites,0.92799261,-1.392543272,0
161,Paxistima myrsinites,0.92799261,-0.936792732,0
163,Paxistima myrsinites,0.92799261,-1.197221612,0
164,Paxistima myrsinites,0.92799261,-0.285720531,0
185,Paxistima myrsinites,0.92799261,1.423343995,0
187,Paxistima myrsinites,0.92799261,0.69088777,0
188,Paxistima myrsinites,0.92799261,1.01642387,0
190,Paxistima myrsinites,0.92799261,0.75599499,0
191,Paxistima myrsinites,0.92799261,0.609503745,0
192,Paxistima myrsinites,0.92799261,-1.587864932,0
193,Paxistima myrsinites,0.92799261,0.75599499,0
194,Paxistima myrsinites,0.92799261,0.300244449,0
223,Paxistima myrsinites,0.92799261,-1.099560782,7
224,Paxistima myrsinites,0.92799261,-0.448488581,0
225,Paxistima myrsinites,0.92799261,-1.099560782,0
226,Paxistima myrsinites,0.92799261,-1.262328832,0
227,Paxistima myrsinites,0.92799261,-1.262328832,3
230,Paxistima myrsinites,0.92799261,-0.448488581,2
247,Paxistima myrsinites,0.92799261,0.69088777,0
248,Paxistima myrsinites,0.92799261,1.01642387,0
250,Paxistima myrsinites,0.92799261,-0.285720531,0
29,Paxistima myrsinites,0.92799261,-0.774024681,0
30,Paxistima myrsinites,0.92799261,-0.936792732,0
306,Paxistima myrsinites,0.92799261,1.34195997,0
307,Paxistima myrsinites,0.92799261,1.394045746,0
308,Paxistima myrsinites,0.92799261,-0.350827751,0
31,Paxistima myrsinites,0.92799261,-0.204336506,0
32,Paxistima myrsinites,0.92799261,1.47217441,0
33,Paxistima myrsinites,0.92799261,1.08153109,0
34,Paxistima myrsinites,0.92799261,0.82110221,0
35,Paxistima myrsinites,0.92799261,0.283967644,0
38,Paxistima myrsinites,0.92799261,-0.503829718,0
39,Paxistima myrsinites,0.92799261,-0.774024681,0
407,Paxistima myrsinites,0.92799261,0.905741596,0
409,Paxistima myrsinites,0.92799261,-1.480438019,0
410,Paxistima myrsinites,0.92799261,-1.425096882,0
411,Paxistima myrsinites,0.92799261,-0.936792732,0
412,Paxistima myrsinites,0.92799261,1.667496071,0
43,Paxistima myrsinites,0.92799261,-1.425096882,1
45,Paxistima myrsinites,0.92799261,0.202583619,0
49,Paxistima myrsinites,0.92799261,-0.692640656,0
50,Paxistima myrsinites,0.92799261,-1.099560782,0
51,Paxistima myrsinites,0.92799261,-0.285720531,0
53,Paxistima myrsinites,0.92799261,0.82110221,0
81,Paxistima myrsinites,0.92799261,0.69088777,0
83,Paxistima myrsinites,0.92799261,1.423343995,0
84,Paxistima myrsinites,0.92799261,-0.070866705,0
109,Petasites frigidus var. palmatus,-1.147878108,-0.350827751,0
113,Petasites frigidus var. palmatus,-1.147878108,-0.774024681,0
12,Petasites frigidus var. palmatus,-1.147878108,1.667496071,0
156,Petasites frigidus var. palmatus,-1.147878108,1.01642387,0
157,Petasites frigidus var. palmatus,-1.147878108,1.34195997,0
160,Petasites frigidus var. palmatus,-1.147878108,-1.392543272,0
161,Petasites frigidus var. palmatus,-1.147878108,-0.936792732,0
163,Petasites frigidus var. palmatus,-1.147878108,-1.197221612,0
164,Petasites frigidus var. palmatus,-1.147878108,-0.285720531,0
185,Petasites frigidus var. palmatus,-1.147878108,1.423343995,0
187,Petasites frigidus var. palmatus,-1.147878108,0.69088777,0
188,Petasites frigidus var. palmatus,-1.147878108,1.01642387,0
190,Petasites frigidus var. palmatus,-1.147878108,0.75599499,0
191,Petasites frigidus var. palmatus,-1.147878108,0.609503745,0
192,Petasites frigidus var. palmatus,-1.147878108,-1.587864932,0
193,Petasites frigidus var. palmatus,-1.147878108,0.75599499,0
194,Petasites frigidus var. palmatus,-1.147878108,0.300244449,0
223,Petasites frigidus var. palmatus,-1.147878108,-1.099560782,0
224,Petasites frigidus var. palmatus,-1.147878108,-0.448488581,0
225,Petasites frigidus var. palmatus,-1.147878108,-1.099560782,0
